source_path,exists,row_count,candidate_columns,source_role,usable_for_fork_inventory,usable_for_decision_point_inventory,rejection_reason,notes
outputs\ib0a_control_points_osm_projection\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b\qixing_xiaoyoukeng_main_peak_20260315_osmrefresh_v1_3b_control_points_used.csv,True,9,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0a_control_points_osm_projection\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_projected_to_osm_topk.csv,True,15,control_id|control_role|phase|name|required|route_action|note|order|lat|lon|candidate_rank|offset_to_osm_m|projection_ok|matched_id_text|matched_id_cols|feature_index|part_index|projected_dist_on_feature_m|projected_lat|projected_lon|highway|name_osm|route_role|selected|match_score|overlap_ratio|min_dist_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0a_control_points_osm_projection\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b\zhonghua_ust_jiuwufeng_roundtrip_biji_osmrefresh_v1_3b_control_points_used.csv,True,3,case_id|control_id|control_role|phase|name|lat|lon|required|order|route_action|note,route_semantic_context_not_fork_inventory,False,False,semantic_context_lacks_governed_topology_or_node_degree,Guidepost/facility/OSM semantics are useful context but cannot be counted as forks without topology.
outputs\ib0a_control_points_osm_projection_v1_1\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_control_points_projected_to_osm_topk.csv,True,10,control_id|control_role|name|order|lat|lon|candidate_rank|offset_to_osm_m|projection_ok|matched_id_text|matched_id_cols|feature_index|part_index|projected_dist_on_feature_m|projected_lat|projected_lon|highway|name_osm|route_role|selected|match_score|overlap_ratio|min_dist_m,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0a_control_points_projection_convergence_audit_v1_3b\ib0a_control_points_projection_v1_3b_case_convergence_audit.csv,True,4,case_id|ib0a_status|topk_exists|summary_exists|map_exists|control_points_used_exists|rank1_control_points_n|rank1_projection_ok_n|rank1_max_offset_to_osm_m|required_way_rank1_n|required_way_projection_ok_n|required_way_max_offset_to_osm_m|roles|phases|blocking_issue|warning_note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib0a_control_points_projection_convergence_audit_v1_3b\ib0a_control_points_projection_v1_3b_stage_convergence_audit.csv,True,1,stage|official_status|official_script_root|official_script|script_compile_status|official_input_root|official_output_root|required_outputs|case_coverage_n|case_coverage_expected_n|qa_gate|legacy_roots_do_not_use|next_stage_input|handoff_note,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib0a_prune\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_activity_osm_matched_pruned_summary.csv,True,7,pipeline_stage|route_id|ia1_version|ia1_dataset_id|ia1_snapshot_tag|activity_type|activity_source|gpx_source|osm_source|ib0a_input_source|trail_max_distance_m|trail_min_overlap_ratio|trail_min_match_score|trail_near_distance_keep_m|trail_near_min_overlap_ratio|trail_near_min_match_score|trail_near_min_segment_len_m|approach_max_distance_m|approach_min_overlap_ratio|approach_min_match_score|other_max_distance_m|other_min_overlap_ratio|other_min_match_score|route_role|highway_norm|matched_n|kept_n|mean_distance_to_gpx_m|mean_overlap_ratio|mean_match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_mainline_debug_segments_ib0_matched.csv,True,46,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_mainline_debug_segments_ib0a_pruned.csv,True,46,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_mainline_summary_ib0_matched.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_footway_n|highway_steps_n|highway_tertiary_n|highway_unclassified_n|highway_service_n|highway_path_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline\juansi_waterfall_fitcsv_20260503\juansi_waterfall_fitcsv_20260503_mainline_summary_ib0a_pruned.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_footway_n|highway_steps_n|highway_tertiary_n|highway_unclassified_n|highway_service_n|highway_path_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_debug_segments_ib0_candidates.csv,True,28,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|required_way_match|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_debug_segments_ib0_matched.csv,True,28,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_required_way_qa_ib0_candidates.csv,True,2,case_id|input_stage|ab_mode|control_id|control_role|name|required_way_id|projection_offset_to_osm_m|projection_ok|required_way_in_input|required_way_in_mainline|matched_id_text|highway|name_osm,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib0b_mainline\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_summary_ib0_candidates.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|anchor_source_mode|route_definition_mode|control_points_fp|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|check_required_ways|control_points_projection_fp|required_control_roles|required_way_ids|selected_required_way_ids|missing_required_way_ids|input_missing_required_way_ids|required_way_all_present_in_input|required_way_all_present_in_mainline|forced_required_way_ids_used|forced_required_way_stitching_enabled|forced_required_way_source_idx_used|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_steps_n|highway_footway_n|highway_service_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_summary_ib0_matched.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|anchor_source_mode|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_steps_n|highway_footway_n|highway_service_n|highway_path_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_mainline_debug_segments_ib0_matched.csv,True,27,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\qixing_xiaoyoukeng_main_peak_20260315\qixing_xiaoyoukeng_main_peak_20260315_mainline_summary_ib0_matched.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|anchor_source_mode|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_footway_n|highway_steps_n|highway_service_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline\zhonghua_ust_jiuwufeng_roundtrip_biji\zhonghua_ust_jiuwufeng_roundtrip_biji_mainline_debug_segments_ib0_matched.csv,True,43,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|osm_way_id|name|highway_norm|route_role|mainline_role|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline\zhonghua_ust_jiuwufeng_roundtrip_biji\zhonghua_ust_jiuwufeng_roundtrip_biji_mainline_summary_ib0_matched.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|anchor_source_mode|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|highway_footway_n|highway_steps_n|highway_path_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
outputs\ib0b_mainline_control_point_constrained\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_debug_segments_ib0_matched.csv,True,27,route_id|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|input_stage|ab_mode|route_definition_mode|control_points_fp|osm_way_id|name|highway_norm|route_role|mainline_role|required_way_match|distance_to_gpx_m|overlap_ratio|match_score,route_geometry_self_near_context_not_fork_inventory,False,False,self_near_or_geometry_artifact_not_governed_fork_source,Geometry proximity can flag artifacts or loops but is not enough to define a decision point.
outputs\ib0b_mainline_control_point_constrained\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_required_way_qa_ib0_matched.csv,True,2,case_id|input_stage|ab_mode|control_id|control_role|name|required_way_id|projection_offset_to_osm_m|projection_ok|required_way_in_input|required_way_in_mainline|matched_id_text|highway|name_osm,other_context_not_fork_inventory,False,False,no_governed_fork_topology_fields_found,"No node-degree, edge adjacency, or parseable fork/decision-point inventory fields found."
outputs\ib0b_mainline_control_point_constrained\qixing_lengshuikeng_main_peak_20260523\qixing_lengshuikeng_main_peak_20260523_mainline_summary_ib0_matched.csv,True,1,route_id|route_group|case_id|case_name|activity_type|activity_name|activity_fp|ia1_version|ia1_dataset_id|ia1_snapshot_tag|ab_mode|input_stage|input_fp|anchor_fp|anchor_source_mode|route_definition_mode|control_points_fp|out_dir|input_segments_n|graph_nodes_n|graph_edges_n|ordered_anchors_n|anchor_nodes_n|path_node_n|mainline_segments_n|ordered_path_length_m|check_required_ways|control_points_projection_fp|required_control_roles|required_way_ids|selected_required_way_ids|missing_required_way_ids|input_missing_required_way_ids|required_way_all_present_in_input|required_way_all_present_in_mainline|output_ordered_path_fp|output_mainline_fp|output_html_fp|mainline_role_trail_core_n|mainline_role_approach_n|highway_steps_n|highway_footway_n|highway_service_n,route_graph_summary_without_position,False,False,topology_summary_lacks_route_distance_or_coordinates,May inform need for upstream graph extraction but cannot locate exposure points yet.
